Month,SiteID,SiteName,Region,VehicleID,VehicleType,Miles,FuelLitres,FuelCost,MaintenanceCost,LeaseCost,TotalFleetCost
2025-06-01,S001,Preston Care & Education Centre,North,VH0080,Van,1198,140.9,208.53,105.41,520,833.94
2025-06-01,S001,Preston Care & Education Centre,North,VH0085,Car,946,90.1,133.35,75.86,450,659.21
2025-06-01,S001,Preston Care & Education Centre,North,VH0025,Minibus,1042,122.6,181.45,182.13,320,683.5799999999999
2025-06-01,S001,Preston Care & Education Centre,North,VH0095,Car,1193,113.6,168.13,7.13,520,695.26
2025-06-01,S001,Preston Care & Education Centre,North,VH0065,Van,960,112.9,167.09,174.09,520,861.1800000000001
2025-06-01,S002,Manchester Care & Education Centre,North,VH0122,Minibus,1095,128.8,190.62,465.44,320,976.06
2025-06-01,S002,Manchester Care & Education Centre,North,VH0140,MPV,1137,108.3,160.28,69.68,380,609.96
2025-06-01,S002,Manchester Care & Education Centre,North,VH0027,MPV,1026,97.7,144.6,7.9,320,472.5
2025-06-01,S002,Manchester Care & Education Centre,North,VH0010,Van,1029,121.1,179.23,83.36,320,582.5899999999999
2025-06-01,S003,Leeds Care & Education Centre,North,VH0114,Car,1278,121.7,180.12,106.04,450,736.1600000000001
2025-06-01,S003,Leeds Care & Education Centre,North,VH0016,MPV,1020,97.1,143.71,99.16,320,562.87
2025-06-01,S003,Leeds Care & Education Centre,North,VH0081,Minibus,1484,174.6,258.41,224.3,450,932.71
2025-06-01,S004,Newcastle Care & Education Centre,North,VH0094,Van,1508,177.4,262.55,215.13,320,797.6800000000001
2025-06-01,S004,Newcastle Care & Education Centre,North,VH0133,Car,1170,111.4,164.87,179.5,380,724.37
2025-06-01,S004,Newcastle Care & Education Centre,North,VH0004,MPV,1148,109.3,161.76,0.0,450,611.76
2025-06-01,S004,Newcastle Care & Education Centre,North,VH0104,Car,980,93.3,138.08,217.61,380,735.69
2025-06-01,S005,Sheffield Care & Education Centre,North,VH0012,Car,1037,98.8,146.22,37.58,450,633.8
2025-06-01,S005,Sheffield Care & Education Centre,North,VH0071,Minibus,1036,121.9,180.41,386.33,450,1016.74
2025-06-01,S005,Sheffield Care & Education Centre,North,VH0051,Car,1361,129.6,191.81,145.04,450,786.85
2025-06-01,S005,Sheffield Care & Education Centre,North,VH0130,Van,1287,151.4,224.07,120.68,320,664.75
2025-06-01,S005,Sheffield Care & Education Centre,North,VH0105,Van,624,73.4,108.63,76.04,320,504.67
2025-06-01,S005,Sheffield Care & Education Centre,North,VH0045,Car,1440,137.1,202.91,128.08,320,650.99
2025-06-01,S006,Birmingham Care & Education Centre,Midlands,VH0023,MPV,989,94.2,139.42,126.01,320,585.4300000000001
2025-06-01,S006,Birmingham Care & Education Centre,Midlands,VH0048,MPV,1526,145.3,215.04,280.08,450,945.12
2025-06-01,S006,Birmingham Care & Education Centre,Midlands,VH0082,Van,1604,188.7,279.28,137.28,320,736.56
2025-06-01,S006,Birmingham Care & Education Centre,Midlands,VH0006,MPV,1123,107.0,158.36,28.67,450,637.03
2025-06-01,S007,Nottingham Care & Education Centre,Midlands,VH0034,Minibus,1419,166.9,247.01,156.58,380,783.59
2025-06-01,S007,Nottingham Care & Education Centre,Midlands,VH0080,Minibus,1104,129.9,192.25,162.22,380,734.47
2025-06-01,S007,Nottingham Care & Education Centre,Midlands,VH0014,Minibus,902,106.1,157.03,183.02,520,860.05
2025-06-01,S007,Nottingham Care & Education Centre,Midlands,VH0098,MPV,898,85.5,126.54,106.87,380,613.4100000000001
2025-06-01,S008,Leicester Care & Education Centre,Midlands,VH0052,Minibus,912,107.3,158.8,316.67,320,795.47
2025-06-01,S008,Leicester Care & Education Centre,Midlands,VH0046,Van,773,90.9,134.53,167.64,450,752.17
2025-06-01,S008,Leicester Care & Education Centre,Midlands,VH0076,Minibus,1354,159.3,235.76,208.94,450,894.7
2025-06-01,S008,Leicester Care & Education Centre,Midlands,VH0067,Van,870,102.4,151.55,131.56,380,663.11
2025-06-01,S008,Leicester Care & Education Centre,Midlands,VH0113,Car,1344,128.0,189.44,165.53,520,874.97
2025-06-01,S009,Derby Care & Education Centre,Midlands,VH0138,Minibus,917,107.9,159.69,288.71,380,828.4
2025-06-01,S009,Derby Care & Education Centre,Midlands,VH0054,Minibus,774,91.1,134.83,304.51,450,889.34
2025-06-01,S009,Derby Care & Education Centre,Midlands,VH0112,Car,1152,109.7,162.36,125.38,380,667.74
2025-06-01,S009,Derby Care & Education Centre,Midlands,VH0089,Minibus,840,98.8,146.22,179.07,380,705.29
2025-06-01,S010,Coventry Care & Education Centre,Midlands,VH0067,MPV,1183,112.7,166.8,248.32,520,935.12
2025-06-01,S010,Coventry Care & Education Centre,Midlands,VH0009,Minibus,890,104.7,154.96,286.67,450,891.63
2025-06-01,S010,Coventry Care & Education Centre,Midlands,VH0030,Van,528,62.1,91.91,103.23,320,515.14
2025-06-01,S010,Coventry Care & Education Centre,Midlands,VH0133,Minibus,1042,122.6,181.45,177.23,320,678.68
2025-06-01,S010,Coventry Care & Education Centre,Midlands,VH0048,Minibus,815,95.9,141.93,196.58,320,658.51
2025-06-01,S010,Coventry Care & Education Centre,Midlands,VH0122,MPV,1123,107.0,158.36,135.01,520,813.37
2025-06-01,S011,London Care & Education Centre,South,VH0086,MPV,490,46.7,69.12,0.0,520,589.12
2025-06-01,S011,London Care & Education Centre,South,VH0087,MPV,898,85.5,126.54,186.61,320,633.1500000000001
2025-06-01,S011,London Care & Education Centre,South,VH0026,Van,363,42.7,63.2,110.02,520,693.22
2025-06-01,S011,London Care & Education Centre,South,VH0048,Van,918,108.0,159.84,261.07,520,940.91
2025-06-01,S011,London Care & Education Centre,South,VH0092,Van,953,112.1,165.91,180.64,380,726.55
2025-06-01,S011,London Care & Education Centre,South,VH0079,Minibus,1085,127.6,188.85,79.55,450,718.4
2025-06-01,S012,Bristol Care & Education Centre,South,VH0087,Car,1242,118.3,175.08,167.23,520,862.31
2025-06-01,S012,Bristol Care & Education Centre,South,VH0124,Van,1177,138.5,204.98,464.1,450,1119.08
2025-06-01,S012,Bristol Care & Education Centre,South,VH0103,Van,528,62.1,91.91,287.98,320,699.89
2025-06-01,S012,Bristol Care & Education Centre,South,VH0077,MPV,978,93.1,137.79,172.99,380,690.78
2025-06-01,S012,Bristol Care & Education Centre,South,VH0011,Minibus,1038,122.1,180.71,216.06,380,776.77
2025-06-01,S012,Bristol Care & Education Centre,South,VH0060,MPV,907,86.4,127.87,176.36,380,684.23
2025-06-01,S012,Bristol Care & Education Centre,South,VH0130,Minibus,670,78.8,116.62,310.05,320,746.6700000000001
2025-06-01,S013,Reading Care & Education Centre,South,VH0080,Van,945,111.2,164.58,59.59,520,744.1700000000001
2025-06-01,S013,Reading Care & Education Centre,South,VH0037,MPV,937,89.2,132.02,250.57,520,902.59
2025-06-01,S013,Reading Care & Education Centre,South,VH0089,Car,916,87.2,129.06,178.68,380,687.74
2025-06-01,S014,Southampton Care & Education Centre,South,VH0045,MPV,867,82.6,122.25,210.63,380,712.88
2025-06-01,S014,Southampton Care & Education Centre,South,VH0078,MPV,1221,116.3,172.12,297.89,520,990.01
2025-06-01,S014,Southampton Care & Education Centre,South,VH0079,Car,1006,95.8,141.78,203.49,380,725.27
2025-06-01,S014,Southampton Care & Education Centre,South,VH0021,MPV,1074,102.3,151.4,253.67,450,855.0699999999999
2025-06-01,S015,Brighton Care & Education Centre,South,VH0123,Car,870,82.9,122.69,209.6,520,852.29
2025-06-01,S015,Brighton Care & Education Centre,South,VH0041,Van,1001,117.8,174.34,144.86,380,699.2
2025-06-01,S015,Brighton Care & Education Centre,South,VH0089,Van,1072,126.1,186.63,170.18,520,876.81
2025-06-01,S016,Cardiff Care & Education Centre,Wales,VH0063,Van,1020,120.0,177.6,167.18,450,794.78
2025-06-01,S016,Cardiff Care & Education Centre,Wales,VH0025,Minibus,1444,169.9,251.45,328.84,520,1100.29
2025-06-01,S016,Cardiff Care & Education Centre,Wales,VH0100,Van,1267,149.1,220.67,113.56,320,654.23
2025-06-01,S016,Cardiff Care & Education Centre,Wales,VH0033,Minibus,827,97.3,144.0,326.42,520,990.4200000000001
2025-06-01,S016,Cardiff Care & Education Centre,Wales,VH0082,Car,1269,120.9,178.93,267.81,380,826.74
2025-06-01,S016,Cardiff Care & Education Centre,Wales,VH0035,MPV,899,85.6,126.69,131.64,380,638.3299999999999
2025-06-01,S017,Swansea Care & Education Centre,Wales,VH0093,Car,640,61.0,90.28,118.6,380,588.88
2025-06-01,S017,Swansea Care & Education Centre,Wales,VH0088,MPV,1299,123.7,183.08,112.68,520,815.76
2025-06-01,S017,Swansea Care & Education Centre,Wales,VH0129,MPV,1210,115.2,170.5,134.76,320,625.26
2025-06-01,S017,Swansea Care & Education Centre,Wales,VH0001,MPV,1131,107.7,159.4,58.18,450,667.58
2025-06-01,S017,Swansea Care & Education Centre,Wales,VH0102,Van,1071,126.0,186.48,0.0,320,506.48
2025-06-01,S018,Newport Care & Education Centre,Wales,VH0099,Minibus,1003,118.0,174.64,119.56,520,814.2
2025-06-01,S018,Newport Care & Education Centre,Wales,VH0047,Van,1351,158.9,235.17,212.19,320,767.36
2025-06-01,S018,Newport Care & Education Centre,Wales,VH0109,Minibus,1166,137.2,203.06,371.68,520,1094.74
2025-06-01,S018,Newport Care & Education Centre,Wales,VH0039,MPV,812,77.3,114.4,289.79,380,784.19
2025-06-01,S018,Newport Care & Education Centre,Wales,VH0073,Van,1283,150.9,223.33,131.08,320,674.4100000000001
2025-06-01,S019,Wrexham Care & Education Centre,Wales,VH0022,Minibus,1333,156.8,232.06,161.5,380,773.56
2025-06-01,S019,Wrexham Care & Education Centre,Wales,VH0089,Van,843,99.2,146.82,101.31,520,768.13
2025-06-01,S019,Wrexham Care & Education Centre,Wales,VH0026,Car,917,87.3,129.2,65.48,520,714.6800000000001
2025-06-01,S019,Wrexham Care & Education Centre,Wales,VH0104,Van,1355,159.4,235.91,129.29,520,885.2
2025-06-01,S019,Wrexham Care & Education Centre,Wales,VH0004,Car,1138,108.4,160.43,104.37,450,714.8
2025-06-01,S019,Wrexham Care & Education Centre,Wales,VH0042,Van,594,69.9,103.45,171.6,450,725.05
2025-06-01,S020,Bangor Care & Education Centre,Wales,VH0116,Van,571,67.2,99.46,144.51,450,693.97
2025-06-01,S020,Bangor Care & Education Centre,Wales,VH0129,Minibus,707,83.2,123.14,408.98,320,852.12
2025-06-01,S020,Bangor Care & Education Centre,Wales,VH0096,MPV,1277,121.6,179.97,158.46,520,858.4300000000001
2025-07-01,S001,Preston Care & Education Centre,North,VH0099,Van,1365,160.6,237.69,82.29,520,839.98
2025-07-01,S001,Preston Care & Education Centre,North,VH0021,Car,1185,112.9,167.09,165.98,520,853.0699999999999
2025-07-01,S001,Preston Care & Education Centre,North,VH0039,Minibus,1116,131.3,194.32,351.79,320,866.11
2025-07-01,S001,Preston Care & Education Centre,North,VH0002,Car,1233,117.4,173.75,173.1,520,866.85
2025-07-01,S001,Preston Care & Education Centre,North,VH0087,Van,636,74.8,110.7,73.2,450,633.9
2025-07-01,S001,Preston Care & Education Centre,North,VH0067,Car,1019,97.0,143.56,157.47,450,751.03
2025-07-01,S001,Preston Care & Education Centre,North,VH0051,Minibus,767,90.2,133.5,442.93,520,1096.43
2025-07-01,S002,Manchester Care & Education Centre,North,VH0076,Minibus,1429,168.1,248.79,298.17,450,996.96
2025-07-01,S002,Manchester Care & Education Centre,North,VH0007,Van,1068,125.6,185.89,133.02,320,638.91
2025-07-01,S002,Manchester Care & Education Centre,North,VH0139,Van,812,95.5,141.34,156.2,450,747.54
2025-07-01,S002,Manchester Care & Education Centre,North,VH0069,Minibus,1114,131.1,194.03,150.66,320,664.69
2025-07-01,S002,Manchester Care & Education Centre,North,VH0046,Car,1133,107.9,159.69,137.58,450,747.27
2025-07-01,S003,Leeds Care & Education Centre,North,VH0137,MPV,573,54.6,80.81,81.17,320,481.98
2025-07-01,S003,Leeds Care & Education Centre,North,VH0102,Car,946,90.1,133.35,301.02,380,814.37
2025-07-01,S003,Leeds Care & Education Centre,North,VH0064,MPV,1189,113.2,167.54,43.16,520,730.7
2025-07-01,S004,Newcastle Care & Education Centre,North,VH0071,Car,1171,111.5,165.02,26.22,450,641.24
2025-07-01,S004,Newcastle Care & Education Centre,North,VH0089,Minibus,1320,155.3,229.84,212.31,320,762.15
2025-07-01,S004,Newcastle Care & Education Centre,North,VH0118,MPV,1026,97.7,144.6,256.06,320,720.66
2025-07-01,S004,Newcastle Care & Education Centre,North,VH0063,Van,728,85.6,126.69,38.23,320,484.91999999999996
2025-07-01,S004,Newcastle Care & Education Centre,North,VH0135,Minibus,904,106.4,157.47,333.07,450,940.54
2025-07-01,S004,Newcastle Care & Education Centre,North,VH0011,Van,670,78.8,116.62,0.0,520,636.62
2025-07-01,S005,Sheffield Care & Education Centre,North,VH0048,Van,937,110.2,163.1,194.14,320,677.24
2025-07-01,S005,Sheffield Care & Education Centre,North,VH0066,MPV,1350,128.6,190.33,112.95,450,753.28
2025-07-01,S005,Sheffield Care & Education Centre,North,VH0021,Minibus,947,111.4,164.87,342.31,380,887.1800000000001
2025-07-01,S006,Birmingham Care & Education Centre,Midlands,VH0096,Van,582,68.5,101.38,118.92,450,670.3
2025-07-01,S006,Birmingham Care & Education Centre,Midlands,VH0122,MPV,1097,104.5,154.66,185.94,450,790.6
2025-07-01,S006,Birmingham Care & Education Centre,Midlands,VH0056,Car,922,87.8,129.94,152.76,520,802.7
2025-07-01,S007,Nottingham Care & Education Centre,Midlands,VH0073,MPV,427,40.7,60.24,97.34,320,477.58000000000004
2025-07-01,S007,Nottingham Care & Education Centre,Midlands,VH0070,Van,1163,136.8,202.46,71.42,380,653.88
2025-07-01,S007,Nottingham Care & Education Centre,Midlands,VH0002,Minibus,1064,125.2,185.3,285.75,450,921.05
2025-07-01,S007,Nottingham Care & Education Centre,Midlands,VH0105,Van,964,113.4,167.83,163.64,450,781.47
2025-07-01,S008,Leicester Care & Education Centre,Midlands,VH0057,Minibus,809,95.2,140.9,233.47,380,754.37
2025-07-01,S008,Leicester Care & Education Centre,Midlands,VH0058,Car,1202,114.5,169.46,162.56,450,782.02
2025-07-01,S008,Leicester Care & Education Centre,Midlands,VH0005,Van,903,106.2,157.18,167.94,520,845.12
2025-07-01,S009,Derby Care & Education Centre,Midlands,VH0085,Minibus,1228,144.5,213.86,86.0,520,819.86
2025-07-01,S009,Derby Care & Education Centre,Midlands,VH0139,MPV,1339,127.5,188.7,123.1,520,831.8
2025-07-01,S009,Derby Care & Education Centre,Midlands,VH0100,Van,1156,136.0,201.28,245.78,380,827.06
2025-07-01,S009,Derby Care & Education Centre,Midlands,VH0122,MPV,707,67.3,99.6,93.24,520,712.8399999999999
2025-07-01,S009,Derby Care & Education Centre,Midlands,VH0004,Minibus,977,114.9,170.05,187.3,520,877.35
2025-07-01,S009,Derby Care & Education Centre,Midlands,VH0088,Car,1483,141.2,208.98,81.46,320,610.44
2025-07-01,S009,Derby Care & Education Centre,Midlands,VH0082,Van,911,107.2,158.66,166.35,450,775.01
2025-07-01,S010,Coventry Care & Education Centre,Midlands,VH0054,Minibus,749,88.1,130.39,218.35,450,798.74
2025-07-01,S010,Coventry Care & Education Centre,Midlands,VH0136,Minibus,1129,132.8,196.54,223.37,520,939.91
2025-07-01,S010,Coventry Care & Education Centre,Midlands,VH0095,Van,1026,120.7,178.64,107.65,320,606.29
2025-07-01,S011,London Care & Education Centre,South,VH0043,Car,671,63.9,94.57,175.73,450,720.3
2025-07-01,S011,London Care & Education Centre,South,VH0091,Van,1488,175.1,259.15,151.47,380,790.62
2025-07-01,S011,London Care & Education Centre,South,VH0111,Van,1106,130.1,192.55,205.42,380,777.97
2025-07-01,S011,London Care & Education Centre,South,VH0107,Van,732,86.1,127.43,286.2,320,733.63
2025-07-01,S012,Bristol Care & Education Centre,South,VH0102,Car,1100,104.8,155.1,280.55,450,885.65
2025-07-01,S012,Bristol Care & Education Centre,South,VH0056,MPV,866,82.5,122.1,295.44,380,797.54
2025-07-01,S012,Bristol Care & Education Centre,South,VH0055,Van,1243,146.2,216.38,194.24,520,930.62
2025-07-01,S013,Reading Care & Education Centre,South,VH0056,Car,1108,105.5,156.14,130.12,450,736.26
2025-07-01,S013,Reading Care & Education Centre,South,VH0108,Van,1350,158.8,235.02,161.23,380,776.25
2025-07-01,S013,Reading Care & Education Centre,South,VH0072,Van,558,65.6,97.09,60.63,520,677.72
2025-07-01,S013,Reading Care & Education Centre,South,VH0082,Van,1003,118.0,174.64,174.8,450,799.44
2025-07-01,S013,Reading Care & Education Centre,South,VH0093,Van,1035,121.8,180.26,247.52,380,807.78
2025-07-01,S014,Southampton Care & Education Centre,South,VH0103,Minibus,562,66.1,97.83,261.49,520,879.3199999999999
2025-07-01,S014,Southampton Care & Education Centre,South,VH0074,MPV,595,56.7,83.92,210.78,320,614.7
2025-07-01,S014,Southampton Care & Education Centre,South,VH0001,Van,1026,120.7,178.64,183.57,520,882.21
2025-07-01,S014,Southampton Care & Education Centre,South,VH0137,Van,834,98.1,145.19,252.36,520,917.55
2025-07-01,S015,Brighton Care & Education Centre,South,VH0008,Car,1310,124.8,184.7,196.68,520,901.38
2025-07-01,S015,Brighton Care & Education Centre,South,VH0058,Car,1017,96.9,143.41,196.39,450,789.8
2025-07-01,S015,Brighton Care & Education Centre,South,VH0036,MPV,873,83.1,122.99,218.44,380,721.4300000000001
2025-07-01,S015,Brighton Care & Education Centre,South,VH0129,Van,1462,172.0,254.56,235.65,320,810.21
2025-07-01,S016,Cardiff Care & Education Centre,Wales,VH0006,Van,867,102.0,150.96,178.91,450,779.87
2025-07-01,S016,Cardiff Care & Education Centre,Wales,VH0100,MPV,726,69.1,102.27,195.79,380,678.06
2025-07-01,S016,Cardiff Care & Education Centre,Wales,VH0131,Van,1162,136.7,202.32,0.41,380,582.73
2025-07-01,S016,Cardiff Care & Education Centre,Wales,VH0050,Minibus,759,89.3,132.16,227.35,380,739.51
2025-07-01,S016,Cardiff Care & Education Centre,Wales,VH0042,Minibus,974,114.6,169.61,153.24,320,642.85
2025-07-01,S017,Swansea Care & Education Centre,Wales,VH0053,MPV,1147,109.2,161.62,170.12,520,851.74
2025-07-01,S017,Swansea Care & Education Centre,Wales,VH0119,MPV,1001,95.3,141.04,89.54,380,610.5799999999999
2025-07-01,S017,Swansea Care & Education Centre,Wales,VH0118,Van,1312,154.4,228.51,282.43,320,830.94
2025-07-01,S018,Newport Care & Education Centre,Wales,VH0085,Van,929,109.3,161.76,101.03,520,782.79
2025-07-01,S018,Newport Care & Education Centre,Wales,VH0041,Van,1172,137.9,204.09,121.36,320,645.45
2025-07-01,S018,Newport Care & Education Centre,Wales,VH0063,Van,1015,119.4,176.71,209.17,450,835.88
2025-07-01,S018,Newport Care & Education Centre,Wales,VH0119,Car,572,54.5,80.66,255.46,320,656.12
2025-07-01,S018,Newport Care & Education Centre,Wales,VH0018,Van,1068,125.6,185.89,117.08,520,822.97
2025-07-01,S018,Newport Care & Education Centre,Wales,VH0002,Car,1027,97.8,144.74,146.99,450,741.73
2025-07-01,S018,Newport Care & Education Centre,Wales,VH0009,Van,617,72.6,107.45,269.6,320,697.05
2025-07-01,S019,Wrexham Care & Education Centre,Wales,VH0103,Car,1060,101.0,149.48,185.44,380,714.92
2025-07-01,S019,Wrexham Care & Education Centre,Wales,VH0131,Minibus,1287,151.4,224.07,168.31,320,712.38
2025-07-01,S019,Wrexham Care & Education Centre,Wales,VH0113,MPV,1168,111.2,164.58,128.59,450,743.1700000000001
2025-07-01,S019,Wrexham Care & Education Centre,Wales,VH0110,Van,1261,148.4,219.63,0.0,450,669.63
2025-07-01,S019,Wrexham Care & Education Centre,Wales,VH0032,MPV,1025,97.6,144.45,101.77,380,626.22
2025-07-01,S020,Bangor Care & Education Centre,Wales,VH0054,Van,1158,136.2,201.58,187.6,380,769.1800000000001
2025-07-01,S020,Bangor Care & Education Centre,Wales,VH0068,Minibus,873,102.7,152.0,193.03,450,795.03
2025-07-01,S020,Bangor Care & Education Centre,Wales,VH0025,Minibus,1022,120.2,177.9,178.27,520,876.1700000000001
2025-07-01,S020,Bangor Care & Education Centre,Wales,VH0085,Minibus,1260,148.2,219.34,220.46,520,959.8
2025-07-01,S020,Bangor Care & Education Centre,Wales,VH0019,Minibus,323,38.0,56.24,220.01,450,726.25
2025-07-01,S020,Bangor Care & Education Centre,Wales,VH0118,Car,790,75.2,111.3,19.5,380,510.8
2025-08-01,S001,Preston Care & Education Centre,North,VH0134,Minibus,740,87.1,128.91,258.75,450,837.66
2025-08-01,S001,Preston Care & Education Centre,North,VH0074,Minibus,1382,162.6,240.65,275.05,450,965.7
2025-08-01,S001,Preston Care & Education Centre,North,VH0007,MPV,898,85.5,126.54,186.47,450,763.01
2025-08-01,S001,Preston Care & Education Centre,North,VH0057,Van,935,110.0,162.8,94.43,520,777.23
2025-08-01,S002,Manchester Care & Education Centre,North,VH0040,Minibus,761,89.5,132.46,109.85,380,622.31
2025-08-01,S002,Manchester Care & Education Centre,North,VH0033,Car,952,90.7,134.24,162.64,380,676.88
2025-08-01,S002,Manchester Care & Education Centre,North,VH0038,Minibus,1025,120.6,178.49,216.72,380,775.21
2025-08-01,S002,Manchester Care & Education Centre,North,VH0075,Car,813,77.4,114.55,198.66,450,763.21
2025-08-01,S002,Manchester Care & Education Centre,North,VH0099,Minibus,720,84.7,125.36,312.08,520,957.44
2025-08-01,S003,Leeds Care & Education Centre,North,VH0044,Minibus,799,94.0,139.12,189.81,520,848.9300000000001
2025-08-01,S003,Leeds Care & Education Centre,North,VH0089,Van,683,80.4,118.99,109.89,380,608.88
2025-08-01,S003,Leeds Care & Education Centre,North,VH0040,Van,1293,152.1,225.11,191.25,380,796.36
2025-08-01,S003,Leeds Care & Education Centre,North,VH0129,Van,1294,152.2,225.26,191.77,520,937.03
2025-08-01,S003,Leeds Care & Education Centre,North,VH0081,Car,774,73.7,109.08,123.54,320,552.62
2025-08-01,S003,Leeds Care & Education Centre,North,VH0134,Minibus,854,100.5,148.74,356.45,380,885.19
2025-08-01,S004,Newcastle Care & Education Centre,North,VH0053,MPV,750,71.4,105.67,221.5,450,777.1700000000001
2025-08-01,S004,Newcastle Care & Education Centre,North,VH0058,Van,1273,149.8,221.7,296.37,520,1038.07
2025-08-01,S004,Newcastle Care & Education Centre,North,VH0039,Car,947,90.2,133.5,206.99,380,720.49
2025-08-01,S004,Newcastle Care & Education Centre,North,VH0072,MPV,1620,154.3,228.36,100.59,450,778.95
2025-08-01,S004,Newcastle Care & Education Centre,North,VH0031,Car,666,63.4,93.83,0.0,520,613.83
2025-08-01,S005,Sheffield Care & Education Centre,North,VH0085,Minibus,1228,144.5,213.86,99.35,320,633.21
2025-08-01,S005,Sheffield Care & Education Centre,North,VH0130,Car,956,91.0,134.68,184.99,520,839.6700000000001
2025-08-01,S005,Sheffield Care & Education Centre,North,VH0018,MPV,1096,104.4,154.51,184.04,380,718.55
2025-08-01,S006,Birmingham Care & Education Centre,Midlands,VH0047,Car,1105,105.2,155.7,252.31,450,858.01
2025-08-01,S006,Birmingham Care & Education Centre,Midlands,VH0063,Minibus,811,95.4,141.19,195.84,320,657.03
2025-08-01,S006,Birmingham Care & Education Centre,Midlands,VH0059,MPV,856,81.5,120.62,216.42,320,657.04
2025-08-01,S006,Birmingham Care & Education Centre,Midlands,VH0117,MPV,1275,121.4,179.67,186.1,450,815.77
2025-08-01,S006,Birmingham Care & Education Centre,Midlands,VH0046,Car,1345,128.1,189.59,55.76,380,625.35
2025-08-01,S007,Nottingham Care & Education Centre,Midlands,VH0063,Car,1466,139.6,206.61,271.86,450,928.47
2025-08-01,S007,Nottingham Care & Education Centre,Midlands,VH0123,Car,1233,117.4,173.75,292.54,380,846.29
2025-08-01,S007,Nottingham Care & Education Centre,Midlands,VH0119,Van,635,74.7,110.56,108.04,320,538.6
2025-08-01,S007,Nottingham Care & Education Centre,Midlands,VH0026,Van,866,101.9,150.81,207.72,320,678.53
2025-08-01,S008,Leicester Care & Education Centre,Midlands,VH0051,Car,787,75.0,111.0,210.6,520,841.6
2025-08-01,S008,Leicester Care & Education Centre,Midlands,VH0026,Car,1392,132.6,196.25,205.62,520,921.87
2025-08-01,S008,Leicester Care & Education Centre,Midlands,VH0139,MPV,1120,106.7,157.92,70.97,520,748.89
2025-08-01,S008,Leicester Care & Education Centre,Midlands,VH0056,Car,838,79.8,118.1,249.97,450,818.0699999999999
2025-08-01,S008,Leicester Care & Education Centre,Midlands,VH0125,Van,1244,146.4,216.67,146.88,450,813.55
2025-08-01,S008,Leicester Care & Education Centre,Midlands,VH0077,Van,945,111.2,164.58,0.0,380,544.58
2025-08-01,S009,Derby Care & Education Centre,Midlands,VH0130,Minibus,782,92.0,136.16,402.91,380,919.07
2025-08-01,S009,Derby Care & Education Centre,Midlands,VH0124,Minibus,729,85.8,126.98,265.16,450,842.1400000000001
2025-08-01,S009,Derby Care & Education Centre,Midlands,VH0132,Minibus,1301,153.1,226.59,149.61,520,896.2
2025-08-01,S009,Derby Care & Education Centre,Midlands,VH0073,Car,1096,104.4,154.51,225.03,380,759.54
2025-08-01,S009,Derby Care & Education Centre,Midlands,VH0077,Van,1053,123.9,183.37,379.47,320,882.84
2025-08-01,S010,Coventry Care & Education Centre,Midlands,VH0131,Car,632,60.2,89.1,234.7,520,843.8
2025-08-01,S010,Coventry Care & Education Centre,Midlands,VH0121,Minibus,1006,118.4,175.23,311.75,320,806.98
2025-08-01,S010,Coventry Care & Education Centre,Midlands,VH0127,Van,1160,136.5,202.02,91.35,450,743.37
2025-08-01,S010,Coventry Care & Education Centre,Midlands,VH0042,MPV,1107,105.4,155.99,1.37,380,537.36
2025-08-01,S010,Coventry Care & Education Centre,Midlands,VH0046,Car,1200,114.3,169.16,173.85,380,723.01
2025-08-01,S011,London Care & Education Centre,South,VH0079,Van,1209,142.2,210.46,234.65,320,765.11
2025-08-01,S011,London Care & Education Centre,South,VH0129,Minibus,1141,134.2,198.62,261.85,380,840.47
2025-08-01,S011,London Care & Education Centre,South,VH0082,MPV,829,79.0,116.92,93.02,450,659.94
2025-08-01,S011,London Care & Education Centre,South,VH0136,MPV,1346,128.2,189.74,264.91,380,834.6500000000001
2025-08-01,S012,Bristol Care & Education Centre,South,VH0044,Minibus,990,116.5,172.42,253.68,380,806.1
2025-08-01,S012,Bristol Care & Education Centre,South,VH0041,Minibus,823,96.8,143.26,343.82,520,1007.0799999999999
2025-08-01,S012,Bristol Care & Education Centre,South,VH0084,Minibus,1216,143.1,211.79,405.3,450,1067.0900000000001
2025-08-01,S012,Bristol Care & Education Centre,South,VH0133,MPV,830,79.0,116.92,119.76,450,686.6800000000001
2025-08-01,S012,Bristol Care & Education Centre,South,VH0122,Minibus,1107,130.2,192.7,301.72,450,944.4200000000001
2025-08-01,S012,Bristol Care & Education Centre,South,VH0107,Minibus,996,117.2,173.46,180.16,520,873.62
2025-08-01,S013,Reading Care & Education Centre,South,VH0109,Car,1270,121.0,179.08,207.69,520,906.77
2025-08-01,S013,Reading Care & Education Centre,South,VH0101,Minibus,820,96.5,142.82,358.44,380,881.26
2025-08-01,S013,Reading Care & Education Centre,South,VH0107,Van,1342,157.9,233.69,160.74,450,844.4300000000001
2025-08-01,S013,Reading Care & Education Centre,South,VH0002,Car,1069,101.8,150.66,194.32,380,724.98
2025-08-01,S013,Reading Care & Education Centre,South,VH0104,MPV,834,79.4,117.51,152.4,450,719.9100000000001
2025-08-01,S014,Southampton Care & Education Centre,South,VH0096,Minibus,511,60.1,88.95,320.12,380,789.0699999999999
2025-08-01,S014,Southampton Care & Education Centre,South,VH0007,MPV,659,62.8,92.94,270.27,520,883.21
