Month,SiteID,SiteName,Region,Role,FTE,AnnualSalary,OvertimeHours,OvertimeCost,AbsenceDays,BasePayroll,TotalPayroll
2025-05-01,S005,Sheffield Care & Education Centre,North,Senior Support Worker,15.9,29000,100.1,1860.83,7.9,38425.0,40285.83
2025-05-01,S006,Birmingham Care & Education Centre,Midlands,Administrator,7.3,27000,18.2,315.0,1.6,16425.0,16740.0
2025-05-01,S006,Birmingham Care & Education Centre,Midlands,Senior Support Worker,11.9,29000,21.3,395.96,4.6,28758.333333333332,29154.29333333333
2025-05-01,S006,Birmingham Care & Education Centre,Midlands,Support Worker,7.3,25000,44.3,709.94,3.8,15208.333333333334,15918.273333333334
2025-05-01,S006,Birmingham Care & Education Centre,Midlands,Manager,5.5,43000,25.2,694.62,0.5,19708.333333333332,20402.95333333333
2025-05-01,S007,Nottingham Care & Education Centre,Midlands,Driver,6.9,28000,15.2,272.82,4.3,16100.0,16372.82
2025-05-01,S007,Nottingham Care & Education Centre,Midlands,Team Leader,8.3,35000,36.8,825.64,4.0,24208.333333333332,25033.97333333333
2025-05-01,S007,Nottingham Care & Education Centre,Midlands,Registered Nurse,11.8,41000,57.2,1503.33,7.5,40316.66666666667,41819.99666666667
2025-05-01,S007,Nottingham Care & Education Centre,Midlands,Senior Support Worker,6.9,29000,25.3,470.32,3.5,16675.0,17145.32
2025-05-01,S008,Leicester Care & Education Centre,Midlands,Manager,7.9,43000,33.9,934.42,6.3,28308.333333333332,29242.75333333333
2025-05-01,S008,Leicester Care & Education Centre,Midlands,Support Worker,11.0,25000,9.4,150.64,6.2,22916.666666666668,23067.306666666667
2025-05-01,S008,Leicester Care & Education Centre,Midlands,Driver,10.2,28000,39.0,700.0,5.7,23800.0,24500.0
2025-05-01,S008,Leicester Care & Education Centre,Midlands,Senior Support Worker,5.9,29000,17.8,330.9,2.9,14258.333333333334,14589.233333333334
2025-05-01,S009,Derby Care & Education Centre,Midlands,Driver,4.1,28000,20.8,373.33,5.2,9566.666666666666,9939.996666666666
2025-05-01,S009,Derby Care & Education Centre,Midlands,Senior Support Worker,4.7,29000,24.5,455.45,1.5,11358.333333333334,11813.783333333335
2025-05-01,S009,Derby Care & Education Centre,Midlands,Manager,16.9,43000,56.9,1568.4,8.0,60558.33333333332,62126.73333333332
2025-05-01,S009,Derby Care & Education Centre,Midlands,Support Worker,6.0,25000,7.8,125.0,2.7,12500.0,12625.0
2025-05-01,S010,Coventry Care & Education Centre,Midlands,Driver,15.3,28000,78.0,1400.0,6.4,35700.0,37100.0
2025-05-01,S010,Coventry Care & Education Centre,Midlands,Team Leader,5.6,35000,31.2,700.0,3.3,16333.333333333334,17033.333333333336
2025-05-01,S010,Coventry Care & Education Centre,Midlands,Manager,18.8,43000,54.5,1502.24,9.3,67366.66666666667,68868.90666666668
2025-05-01,S010,Coventry Care & Education Centre,Midlands,Registered Nurse,7.2,41000,46.1,1211.6,4.3,24600.0,25811.6
2025-05-01,S011,London Care & Education Centre,South,Registered Nurse,11.5,41000,46.2,1214.23,5.5,39291.666666666664,40505.89666666667
2025-05-01,S011,London Care & Education Centre,South,Senior Support Worker,18.2,29000,74.9,1392.37,8.6,43983.333333333336,45375.70333333334
2025-05-01,S011,London Care & Education Centre,South,Driver,9.7,28000,8.2,147.18,6.9,22633.333333333332,22780.513333333332
2025-05-01,S011,London Care & Education Centre,South,Support Worker,5.8,25000,24.6,394.23,3.3,12083.333333333334,12477.563333333334
2025-05-01,S012,Bristol Care & Education Centre,South,Senior Support Worker,16.3,29000,63.8,1186.03,7.4,39391.666666666664,40577.69666666666
2025-05-01,S012,Bristol Care & Education Centre,South,Driver,10.9,28000,40.6,728.72,3.9,25433.333333333332,26162.053333333333
2025-05-01,S012,Bristol Care & Education Centre,South,Administrator,10.7,27000,79.3,1372.5,4.1,24075.0,25447.5
2025-05-01,S012,Bristol Care & Education Centre,South,Registered Nurse,15.1,41000,37.0,972.44,7.1,51591.666666666664,52564.10666666667
2025-05-01,S012,Bristol Care & Education Centre,South,Team Leader,15.1,35000,89.6,2010.26,7.6,44041.666666666664,46051.926666666666
2025-05-01,S013,Reading Care & Education Centre,South,Administrator,19.7,27000,42.3,732.12,11.1,44325.0,45057.12
2025-05-01,S013,Reading Care & Education Centre,South,Manager,5.3,43000,27.0,744.23,3.2,18991.666666666668,19735.896666666667
2025-05-01,S013,Reading Care & Education Centre,South,Support Worker,7.9,25000,40.1,642.63,6.3,16458.333333333332,17100.963333333333
2025-05-01,S013,Reading Care & Education Centre,South,Driver,12.0,28000,87.3,1566.92,5.3,28000.0,29566.92
2025-05-01,S014,Southampton Care & Education Centre,South,Administrator,10.9,27000,70.2,1215.0,5.8,24525.0,25740.0
2025-05-01,S014,Southampton Care & Education Centre,South,Team Leader,14.0,35000,66.5,1491.99,5.3,40833.333333333336,42325.323333333334
2025-05-01,S014,Southampton Care & Education Centre,South,Manager,11.8,43000,44.2,1218.33,5.1,42283.333333333336,43501.66333333334
2025-05-01,S014,Southampton Care & Education Centre,South,Driver,16.4,28000,86.0,1543.59,9.3,38266.666666666664,39810.25666666666
2025-05-01,S014,Southampton Care & Education Centre,South,Registered Nurse,12.8,41000,11.4,299.62,6.4,43733.333333333336,44032.95333333334
2025-05-01,S015,Brighton Care & Education Centre,South,Team Leader,5.1,35000,29.0,650.64,2.4,14875.0,15525.64
2025-05-01,S015,Brighton Care & Education Centre,South,Registered Nurse,3.6,41000,18.3,480.96,2.2,12300.0,12780.96
2025-05-01,S015,Brighton Care & Education Centre,South,Manager,4.2,43000,19.0,523.72,1.8,15050.0,15573.72
2025-05-01,S015,Brighton Care & Education Centre,South,Driver,19.9,28000,43.3,777.18,8.8,46433.333333333336,47210.513333333336
2025-05-01,S015,Brighton Care & Education Centre,South,Support Worker,17.3,25000,87.6,1403.85,8.7,36041.666666666664,37445.51666666666
2025-05-01,S015,Brighton Care & Education Centre,South,Senior Support Worker,5.0,29000,19.0,353.21,2.1,12083.333333333334,12436.543333333333
2025-05-01,S016,Cardiff Care & Education Centre,Wales,Team Leader,8.3,35000,29.4,659.62,5.2,24208.333333333332,24867.95333333333
2025-05-01,S016,Cardiff Care & Education Centre,Wales,Driver,6.4,28000,22.4,402.05,1.9,14933.333333333334,15335.383333333333
2025-05-01,S016,Cardiff Care & Education Centre,Wales,Registered Nurse,3.3,41000,16.9,444.17,1.4,11275.0,11719.17
2025-05-01,S016,Cardiff Care & Education Centre,Wales,Manager,10.4,43000,42.1,1160.45,6.8,37266.666666666664,38427.11666666666
2025-05-01,S016,Cardiff Care & Education Centre,Wales,Support Worker,13.9,25000,55.2,884.62,7.2,28958.333333333332,29842.95333333333
2025-05-01,S017,Swansea Care & Education Centre,Wales,Team Leader,9.7,35000,21.6,484.62,4.6,28291.666666666668,28776.286666666667
2025-05-01,S017,Swansea Care & Education Centre,Wales,Manager,5.4,43000,26.5,730.45,1.1,19350.000000000004,20080.450000000004
2025-05-01,S017,Swansea Care & Education Centre,Wales,Senior Support Worker,18.3,29000,78.7,1463.01,9.3,44225.0,45688.01
2025-05-01,S017,Swansea Care & Education Centre,Wales,Registered Nurse,18.4,41000,74.7,1963.27,10.2,62866.66666666666,64829.936666666654
2025-05-01,S018,Newport Care & Education Centre,Wales,Team Leader,18.0,35000,81.0,1817.31,10.5,52500.0,54317.31
2025-05-01,S018,Newport Care & Education Centre,Wales,Driver,10.9,28000,27.4,491.79,5.6,25433.333333333332,25925.123333333333
2025-05-01,S018,Newport Care & Education Centre,Wales,Administrator,10.1,27000,41.7,721.73,4.0,22725.0,23446.73
2025-05-01,S018,Newport Care & Education Centre,Wales,Manager,3.9,43000,21.2,584.36,4.3,13975.0,14559.36
2025-05-01,S018,Newport Care & Education Centre,Wales,Senior Support Worker,19.1,29000,75.9,1410.96,10.1,46158.333333333336,47569.293333333335
2025-05-01,S019,Wrexham Care & Education Centre,Wales,Support Worker,18.5,25000,76.3,1222.76,8.5,38541.666666666664,39764.426666666666
2025-05-01,S019,Wrexham Care & Education Centre,Wales,Registered Nurse,18.1,41000,23.0,604.49,8.3,61841.66666666668,62446.15666666668
2025-05-01,S019,Wrexham Care & Education Centre,Wales,Administrator,17.8,27000,34.0,588.46,10.6,40050.0,40638.46
2025-05-01,S019,Wrexham Care & Education Centre,Wales,Driver,4.3,28000,16.5,296.15,1.8,10033.333333333334,10329.483333333334
2025-05-01,S019,Wrexham Care & Education Centre,Wales,Senior Support Worker,8.0,29000,42.7,793.78,2.9,19333.333333333332,20127.11333333333
2025-05-01,S019,Wrexham Care & Education Centre,Wales,Manager,17.0,43000,48.4,1334.1,8.6,60916.666666666664,62250.76666666666
2025-05-01,S020,Bangor Care & Education Centre,Wales,Team Leader,6.3,35000,34.9,783.01,3.7,18375.0,19158.01
2025-05-01,S020,Bangor Care & Education Centre,Wales,Support Worker,18.7,25000,81.8,1310.9,9.4,38958.333333333336,40269.23333333334
2025-05-01,S020,Bangor Care & Education Centre,Wales,Driver,5.8,28000,26.7,479.23,3.1,13533.333333333334,14012.563333333334
2025-05-01,S020,Bangor Care & Education Centre,Wales,Administrator,19.9,27000,48.9,846.35,10.0,44775.0,45621.35
2025-05-01,S020,Bangor Care & Education Centre,Wales,Senior Support Worker,5.5,29000,13.1,243.53,2.8,13291.666666666666,13535.196666666667
2025-05-01,S020,Bangor Care & Education Centre,Wales,Registered Nurse,15.1,41000,49.5,1300.96,10.1,51591.666666666664,52892.62666666666
2025-06-01,S001,Preston Care & Education Centre,North,Support Worker,11.9,25000,46.9,751.6,4.5,24791.666666666668,25543.266666666666
2025-06-01,S001,Preston Care & Education Centre,North,Driver,3.4,28000,12.9,231.54,2.2,7933.333333333333,8164.873333333333
2025-06-01,S001,Preston Care & Education Centre,North,Manager,9.9,43000,64.4,1775.13,4.4,35475.0,37250.13
2025-06-01,S001,Preston Care & Education Centre,North,Senior Support Worker,16.6,29000,27.0,501.92,9.1,40116.66666666667,40618.58666666667
2025-06-01,S001,Preston Care & Education Centre,North,Registered Nurse,10.8,41000,20.8,546.67,5.0,36900.00000000001,37446.670000000006
2025-06-01,S002,Manchester Care & Education Centre,North,Registered Nurse,18.0,41000,65.0,1708.33,8.9,61500.0,63208.33
2025-06-01,S002,Manchester Care & Education Centre,North,Driver,15.9,28000,80.0,1435.9,7.3,37100.0,38535.9
2025-06-01,S002,Manchester Care & Education Centre,North,Administrator,10.4,27000,37.3,645.58,5.2,23400.0,24045.58
2025-06-01,S002,Manchester Care & Education Centre,North,Support Worker,11.7,25000,49.4,791.67,5.9,24375.0,25166.67
2025-06-01,S002,Manchester Care & Education Centre,North,Manager,14.3,43000,66.6,1835.77,8.0,51241.666666666664,53077.43666666666
2025-06-01,S002,Manchester Care & Education Centre,North,Team Leader,12.3,35000,56.4,1265.38,6.6,35875.0,37140.38
2025-06-01,S003,Leeds Care & Education Centre,North,Manager,14.2,43000,23.1,636.73,7.2,50883.333333333336,51520.06333333334
2025-06-01,S003,Leeds Care & Education Centre,North,Driver,10.5,28000,49.6,890.26,6.0,24500.0,25390.26
2025-06-01,S003,Leeds Care & Education Centre,North,Support Worker,15.3,25000,45.3,725.96,7.0,31875.0,32600.96
2025-06-01,S003,Leeds Care & Education Centre,North,Senior Support Worker,7.5,29000,23.5,436.86,4.3,18125.0,18561.86
2025-06-01,S003,Leeds Care & Education Centre,North,Team Leader,5.4,35000,30.0,673.08,2.3,15750.0,16423.08
2025-06-01,S003,Leeds Care & Education Centre,North,Registered Nurse,18.6,41000,99.7,2620.32,9.4,63550.00000000001,66170.32
2025-06-01,S004,Newcastle Care & Education Centre,North,Manager,6.7,43000,25.6,705.64,3.1,24008.333333333332,24713.97333333333
2025-06-01,S004,Newcastle Care & Education Centre,North,Team Leader,3.7,35000,18.9,424.04,2.2,10791.666666666666,11215.706666666667
2025-06-01,S004,Newcastle Care & Education Centre,North,Registered Nurse,3.2,41000,23.7,622.88,0.7,10933.333333333334,11556.213333333333
2025-06-01,S004,Newcastle Care & Education Centre,North,Administrator,5.3,27000,25.3,437.88,2.1,11925.0,12362.88
2025-06-01,S005,Sheffield Care & Education Centre,North,Manager,12.3,43000,33.2,915.13,6.1,44075.0,44990.13
2025-06-01,S005,Sheffield Care & Education Centre,North,Senior Support Worker,7.3,29000,30.7,570.71,6.6,17641.666666666668,18212.376666666667
2025-06-01,S005,Sheffield Care & Education Centre,North,Team Leader,18.6,35000,69.3,1554.81,8.2,54250.0,55804.81
2025-06-01,S005,Sheffield Care & Education Centre,North,Administrator,3.0,27000,13.2,228.46,0.0,6750.0,6978.46
2025-06-01,S005,Sheffield Care & Education Centre,North,Driver,4.1,28000,15.8,283.59,2.1,9566.666666666666,9850.256666666666
2025-06-01,S006,Birmingham Care & Education Centre,Midlands,Registered Nurse,6.7,41000,34.8,914.62,4.3,22891.666666666668,23806.286666666667
2025-06-01,S006,Birmingham Care & Education Centre,Midlands,Administrator,18.6,27000,60.4,1045.38,9.1,41850.00000000001,42895.380000000005
2025-06-01,S006,Birmingham Care & Education Centre,Midlands,Team Leader,5.8,35000,16.5,370.19,1.8,16916.666666666668,17286.856666666667
2025-06-01,S006,Birmingham Care & Education Centre,Midlands,Support Worker,14.4,25000,64.3,1030.45,5.9,30000.0,31030.45
2025-06-01,S007,Nottingham Care & Education Centre,Midlands,Support Worker,13.5,25000,45.6,730.77,5.8,28125.0,28855.77
2025-06-01,S007,Nottingham Care & Education Centre,Midlands,Administrator,19.7,27000,95.0,1644.23,11.7,44325.0,45969.23
2025-06-01,S007,Nottingham Care & Education Centre,Midlands,Team Leader,17.5,35000,35.8,803.21,6.9,51041.666666666664,51844.87666666666
2025-06-01,S007,Nottingham Care & Education Centre,Midlands,Registered Nurse,19.2,41000,73.2,1923.85,9.6,65600.0,67523.85
2025-06-01,S008,Leicester Care & Education Centre,Midlands,Manager,14.3,43000,61.9,1706.22,6.7,51241.666666666664,52947.886666666665
2025-06-01,S008,Leicester Care & Education Centre,Midlands,Driver,12.0,28000,44.4,796.92,6.4,28000.0,28796.92
2025-06-01,S008,Leicester Care & Education Centre,Midlands,Administrator,14.4,27000,80.1,1386.35,5.2,32400.0,33786.35
2025-06-01,S008,Leicester Care & Education Centre,Midlands,Registered Nurse,17.2,41000,59.3,1558.53,8.8,58766.666666666664,60325.19666666666
2025-06-01,S008,Leicester Care & Education Centre,Midlands,Team Leader,13.0,35000,34.1,765.06,8.2,37916.666666666664,38681.72666666666
2025-06-01,S009,Derby Care & Education Centre,Midlands,Registered Nurse,11.2,41000,34.1,896.22,5.6,38266.666666666664,39162.886666666665
2025-06-01,S009,Derby Care & Education Centre,Midlands,Manager,8.6,43000,41.6,1146.67,3.7,30816.666666666668,31963.33666666667
2025-06-01,S009,Derby Care & Education Centre,Midlands,Senior Support Worker,11.7,29000,14.4,267.69,5.4,28275.0,28542.69
2025-06-01,S009,Derby Care & Education Centre,Midlands,Administrator,11.5,27000,63.8,1104.23,5.4,25875.0,26979.23
2025-06-01,S009,Derby Care & Education Centre,Midlands,Support Worker,15.3,25000,41.8,669.87,8.6,31875.0,32544.87
2025-06-01,S009,Derby Care & Education Centre,Midlands,Team Leader,9.9,35000,34.7,778.53,4.4,28875.0,29653.53
2025-06-01,S010,Coventry Care & Education Centre,Midlands,Registered Nurse,17.4,41000,73.5,1931.73,9.5,59449.99999999999,61381.729999999996
2025-06-01,S010,Coventry Care & Education Centre,Midlands,Driver,6.7,28000,50.7,910.0,4.2,15633.333333333334,16543.333333333336
2025-06-01,S010,Coventry Care & Education Centre,Midlands,Support Worker,19.3,25000,110.8,1775.64,9.1,40208.333333333336,41983.973333333335
2025-06-01,S010,Coventry Care & Education Centre,Midlands,Senior Support Worker,10.9,29000,26.8,498.21,5.5,26341.666666666668,26839.876666666667
2025-06-01,S010,Coventry Care & Education Centre,Midlands,Administrator,5.6,27000,23.3,403.27,1.7,12600.0,13003.27
2025-06-01,S010,Coventry Care & Education Centre,Midlands,Manager,4.7,43000,17.6,485.13,2.7,16841.666666666668,17326.79666666667
2025-06-01,S011,London Care & Education Centre,South,Manager,8.1,43000,36.8,1014.36,4.6,29025.0,30039.36
2025-06-01,S011,London Care & Education Centre,South,Registered Nurse,7.1,41000,31.5,827.88,3.0,24258.333333333332,25086.213333333333
2025-06-01,S011,London Care & Education Centre,South,Team Leader,13.6,35000,43.9,984.94,5.6,39666.666666666664,40651.60666666667
2025-06-01,S011,London Care & Education Centre,South,Driver,19.1,28000,127.5,2288.46,9.6,44566.666666666664,46855.12666666666
2025-06-01,S011,London Care & Education Centre,South,Senior Support Worker,14.3,29000,52.4,974.1,6.2,34558.333333333336,35532.433333333334
2025-06-01,S011,London Care & Education Centre,South,Administrator,16.2,27000,136.1,2355.58,7.0,36450.0,38805.58
2025-06-01,S012,Bristol Care & Education Centre,South,Team Leader,10.0,35000,33.6,753.85,5.4,29166.666666666668,29920.516666666666
2025-06-01,S012,Bristol Care & Education Centre,South,Driver,19.6,28000,96.0,1723.08,10.8,45733.333333333336,47456.41333333334
2025-06-01,S012,Bristol Care & Education Centre,South,Administrator,8.7,27000,58.4,1010.77,4.9,19574.999999999996,20585.769999999997
2025-06-01,S012,Bristol Care & Education Centre,South,Senior Support Worker,9.3,29000,22.5,418.27,4.4,22475.0,22893.27
2025-06-01,S013,Reading Care & Education Centre,South,Senior Support Worker,6.6,29000,29.4,546.54,5.4,15950.0,16496.54
2025-06-01,S013,Reading Care & Education Centre,South,Team Leader,10.3,35000,19.6,439.74,6.4,30041.666666666668,30481.40666666667
2025-06-01,S013,Reading Care & Education Centre,South,Administrator,7.0,27000,29.9,517.5,4.3,15750.0,16267.5
2025-06-01,S013,Reading Care & Education Centre,South,Manager,7.1,43000,27.3,752.5,2.7,25441.666666666668,26194.166666666668
2025-06-01,S013,Reading Care & Education Centre,South,Registered Nurse,16.7,41000,85.6,2249.74,9.0,57058.333333333336,59308.073333333334
2025-06-01,S014,Southampton Care & Education Centre,South,Senior Support Worker,4.7,29000,25.7,477.76,2.3,11358.333333333334,11836.093333333334
2025-06-01,S014,Southampton Care & Education Centre,South,Manager,4.4,43000,13.6,374.87,0.6,15766.66666666667,16141.53666666667
2025-06-01,S014,Southampton Care & Education Centre,South,Registered Nurse,15.5,41000,81.1,2131.47,8.2,52958.333333333336,55089.80333333334
2025-06-01,S014,Southampton Care & Education Centre,South,Team Leader,5.6,35000,14.3,320.83,2.3,16333.333333333334,16654.163333333334
2025-06-01,S014,Southampton Care & Education Centre,South,Support Worker,10.3,25000,34.0,544.87,3.7,21458.333333333336,22003.203333333335
2025-06-01,S015,Brighton Care & Education Centre,South,Driver,3.0,28000,8.3,148.97,0.4,7000.0,7148.97
2025-06-01,S015,Brighton Care & Education Centre,South,Administrator,6.0,27000,20.3,351.35,2.3,13500.0,13851.35
2025-06-01,S015,Brighton Care & Education Centre,South,Senior Support Worker,5.3,29000,8.3,154.29,4.7,12808.333333333334,12962.623333333335
2025-06-01,S015,Brighton Care & Education Centre,South,Support Worker,19.7,25000,115.8,1855.77,9.1,41041.666666666664,42897.43666666666
2025-06-01,S016,Cardiff Care & Education Centre,Wales,Administrator,5.8,27000,25.6,443.08,3.3,13050.0,13493.08
2025-06-01,S016,Cardiff Care & Education Centre,Wales,Driver,8.3,28000,48.0,861.54,3.3,19366.666666666668,20228.20666666667
2025-06-01,S016,Cardiff Care & Education Centre,Wales,Registered Nurse,4.7,41000,26.5,696.47,1.8,16058.333333333334,16754.803333333333
2025-06-01,S016,Cardiff Care & Education Centre,Wales,Support Worker,19.9,25000,39.7,636.22,10.7,41458.33333333333,42094.55333333333
2025-06-01,S016,Cardiff Care & Education Centre,Wales,Team Leader,4.4,35000,26.1,585.58,4.8,12833.333333333334,13418.913333333334
2025-06-01,S017,Swansea Care & Education Centre,Wales,Manager,18.2,43000,40.0,1102.56,9.8,65216.666666666664,66319.22666666667
2025-06-01,S017,Swansea Care & Education Centre,Wales,Support Worker,17.0,25000,57.6,923.08,9.3,35416.666666666664,36339.746666666666
2025-06-01,S017,Swansea Care & Education Centre,Wales,Senior Support Worker,11.3,29000,20.3,377.37,4.4,27308.333333333332,27685.70333333333
2025-06-01,S017,Swansea Care & Education Centre,Wales,Driver,7.5,28000,21.3,382.31,3.8,17500.0,17882.31
2025-06-01,S018,Newport Care & Education Centre,Wales,Manager,4.1,43000,12.5,344.55,2.7,14691.666666666664,15036.216666666664
2025-06-01,S018,Newport Care & Education Centre,Wales,Driver,13.3,28000,73.7,1322.82,7.2,31033.333333333332,32356.153333333332
2025-06-01,S018,Newport Care & Education Centre,Wales,Support Worker,7.4,25000,47.6,762.82,4.1,15416.666666666666,16179.486666666666
2025-06-01,S018,Newport Care & Education Centre,Wales,Registered Nurse,13.9,41000,30.2,793.72,8.3,47491.666666666664,48285.386666666665
2025-06-01,S018,Newport Care & Education Centre,Wales,Administrator,14.9,27000,46.1,797.88,8.4,33525.0,34322.88
2025-06-01,S019,Wrexham Care & Education Centre,Wales,Team Leader,3.5,35000,22.3,500.32,2.2,10208.333333333334,10708.653333333334
2025-06-01,S019,Wrexham Care & Education Centre,Wales,Manager,17.5,43000,30.7,846.22,7.8,62708.333333333336,63554.55333333334
2025-06-01,S019,Wrexham Care & Education Centre,Wales,Senior Support Worker,14.3,29000,85.6,1591.28,7.0,34558.333333333336,36149.613333333335
2025-06-01,S019,Wrexham Care & Education Centre,Wales,Registered Nurse,14.8,41000,61.0,1603.21,8.2,50566.666666666664,52169.87666666666
2025-06-01,S020,Bangor Care & Education Centre,Wales,Registered Nurse,15.0,41000,75.7,1989.55,7.8,51250.0,53239.55
2025-06-01,S020,Bangor Care & Education Centre,Wales,Manager,9.8,43000,36.1,995.06,4.6,35116.66666666667,36111.72666666667
2025-06-01,S020,Bangor Care & Education Centre,Wales,Driver,16.7,28000,88.3,1584.87,8.9,38966.666666666664,40551.53666666667
2025-06-01,S020,Bangor Care & Education Centre,Wales,Administrator,7.0,27000,25.3,437.88,4.6,15750.0,16187.88
2025-06-01,S020,Bangor Care & Education Centre,Wales,Team Leader,19.7,35000,75.0,1682.69,9.0,57458.333333333336,59141.02333333334
2025-07-01,S001,Preston Care & Education Centre,North,Administrator,5.5,27000,15.7,271.73,1.8,12375.0,12646.73
2025-07-01,S001,Preston Care & Education Centre,North,Registered Nurse,5.6,41000,20.1,528.27,4.0,19133.333333333332,19661.603333333333
2025-07-01,S001,Preston Care & Education Centre,North,Senior Support Worker,4.4,29000,12.3,228.65,2.4,10633.333333333334,10861.983333333334
2025-07-01,S001,Preston Care & Education Centre,North,Manager,13.0,43000,39.2,1080.51,6.2,46583.333333333336,47663.84333333334
2025-07-01,S001,Preston Care & Education Centre,North,Team Leader,5.0,35000,8.7,195.19,2.3,14583.333333333334,14778.523333333334
2025-07-01,S002,Manchester Care & Education Centre,North,Team Leader,7.8,35000,28.9,648.4,4.4,22750.0,23398.4
2025-07-01,S002,Manchester Care & Education Centre,North,Senior Support Worker,8.7,29000,37.7,700.83,3.2,21024.999999999996,21725.829999999998
2025-07-01,S002,Manchester Care & Education Centre,North,Administrator,8.4,27000,47.3,818.65,4.4,18900.0,19718.65
2025-07-01,S002,Manchester Care & Education Centre,North,Support Worker,7.1,25000,30.5,488.78,3.5,14791.666666666666,15280.446666666667
2025-07-01,S003,Leeds Care & Education Centre,North,Team Leader,6.6,35000,21.3,477.88,3.5,19250.0,19727.88
2025-07-01,S003,Leeds Care & Education Centre,North,Driver,11.0,28000,51.8,929.74,3.8,25666.666666666668,26596.40666666667
2025-07-01,S003,Leeds Care & Education Centre,North,Support Worker,3.6,25000,11.5,184.29,1.5,7500.0,7684.29
2025-07-01,S003,Leeds Care & Education Centre,North,Registered Nurse,5.7,41000,25.0,657.05,4.0,19475.0,20132.05
2025-07-01,S003,Leeds Care & Education Centre,North,Administrator,6.3,27000,17.9,309.81,2.7,14175.0,14484.81
2025-07-01,S004,Newcastle Care & Education Centre,North,Support Worker,6.2,25000,20.0,320.51,2.3,12916.666666666666,13237.176666666666
2025-07-01,S004,Newcastle Care & Education Centre,North,Driver,11.5,28000,40.0,717.95,6.5,26833.333333333332,27551.283333333333
2025-07-01,S004,Newcastle Care & Education Centre,North,Registered Nurse,14.2,41000,34.4,904.1,7.5,48516.666666666664,49420.76666666666
2025-07-01,S004,Newcastle Care & Education Centre,North,Team Leader,9.8,35000,14.2,318.59,4.3,28583.333333333332,28901.923333333332
2025-07-01,S005,Sheffield Care & Education Centre,North,Driver,14.2,28000,49.8,893.85,8.8,33133.333333333336,34027.183333333334
2025-07-01,S005,Sheffield Care & Education Centre,North,Registered Nurse,19.3,41000,69.2,1818.72,7.4,65941.66666666667,67760.38666666667
2025-07-01,S005,Sheffield Care & Education Centre,North,Team Leader,15.8,35000,15.8,354.49,7.9,46083.333333333336,46437.823333333334
2025-07-01,S005,Sheffield Care & Education Centre,North,Senior Support Worker,17.8,29000,87.6,1628.46,9.3,43016.666666666664,44645.12666666666
2025-07-01,S005,Sheffield Care & Education Centre,North,Manager,6.1,43000,25.9,713.91,4.2,21858.333333333332,22572.243333333332
2025-07-01,S005,Sheffield Care & Education Centre,North,Administrator,17.8,27000,56.8,983.08,9.8,40050.0,41033.08
2025-07-01,S006,Birmingham Care & Education Centre,Midlands,Registered Nurse,17.9,41000,27.8,730.64,8.0,61158.33333333332,61888.97333333332
2025-07-01,S006,Birmingham Care & Education Centre,Midlands,Team Leader,8.7,35000,11.2,251.28,4.1,25375.0,25626.28
2025-07-01,S006,Birmingham Care & Education Centre,Midlands,Support Worker,3.7,25000,14.5,232.37,2.0,7708.333333333333,7940.703333333333
2025-07-01,S006,Birmingham Care & Education Centre,Midlands,Administrator,5.4,27000,22.1,382.5,1.8,12150.0,12532.5
2025-07-01,S007,Nottingham Care & Education Centre,Midlands,Manager,10.1,43000,37.5,1033.65,3.6,36191.666666666664,37225.316666666666
2025-07-01,S007,Nottingham Care & Education Centre,Midlands,Team Leader,16.1,35000,97.3,2183.01,7.7,46958.333333333336,49141.34333333334
2025-07-01,S007,Nottingham Care & Education Centre,Midlands,Registered Nurse,13.7,41000,44.8,1177.44,8.4,46808.333333333336,47985.77333333334
2025-07-01,S007,Nottingham Care & Education Centre,Midlands,Senior Support Worker,15.1,29000,32.3,600.45,6.4,36491.666666666664,37092.11666666666
2025-07-01,S007,Nottingham Care & Education Centre,Midlands,Driver,16.6,28000,39.1,701.79,8.2,38733.333333333336,39435.12333333334
2025-07-01,S007,Nottingham Care & Education Centre,Midlands,Support Worker,9.3,25000,43.2,692.31,5.4,19375.000000000004,20067.310000000005
2025-07-01,S008,Leicester Care & Education Centre,Midlands,Support Worker,6.6,25000,51.9,831.73,1.1,13750.0,14581.73
2025-07-01,S008,Leicester Care & Education Centre,Midlands,Team Leader,8.7,35000,42.7,958.01,3.8,25375.0,26333.01
2025-07-01,S008,Leicester Care & Education Centre,Midlands,Manager,14.2,43000,44.3,1221.09,6.5,50883.333333333336,52104.42333333333
2025-07-01,S008,Leicester Care & Education Centre,Midlands,Senior Support Worker,15.5,29000,40.9,760.32,9.4,37458.333333333336,38218.653333333335
2025-07-01,S009,Derby Care & Education Centre,Midlands,Registered Nurse,10.7,41000,56.3,1479.68,5.4,36558.33333333333,38038.01333333333
2025-07-01,S009,Derby Care & Education Centre,Midlands,Manager,15.2,43000,91.6,2524.87,6.1,54466.666666666664,56991.53666666667
2025-07-01,S009,Derby Care & Education Centre,Midlands,Team Leader,12.3,35000,24.6,551.92,4.0,35875.0,36426.92
2025-07-01,S009,Derby Care & Education Centre,Midlands,Senior Support Worker,12.2,29000,36.0,669.23,6.3,29483.333333333332,30152.56333333333
2025-07-01,S009,Derby Care & Education Centre,Midlands,Administrator,15.8,27000,65.6,1135.38,8.0,35550.0,36685.38
